bias	x,y,class
1	-76.95275067276435,-111.90816598603413,0
1	26.90174705721489,-119.45917774556543,0
1	-228.16520324135047,186.9544919886706,0
1	14.816290619097913,-217.90347619614664,0
1	-78.1757127480679,112.90390031847107,0
1	-206.0803342936333,-1.5614403330555433,0
1	178.3468882719871,62.417307688315816,0
1	-123.18435080778522,244.4097929198988,0
1	123.1841789331105,111.83162570252142,0
1	135.21544805245173,-85.09987922304907,0
1	-214.58892922632182,-217.6120080479787,0
1	-198.361197451419,-82.23768616968059,0
1	105.60937160439016,78.49860564867475,0
1	-46.44716220495542,-76.23647570824238,0
1	-102.62177873218943,135.1004886101146,0
1	215.423813561254,-3.5553824831162046,0
1	192.40684534513372,-231.39364138526602,0
1	29.079312025112415,29.814278375019853,1
1	223.9917488261757,-43.20737772809724,0
1	-102.82223841651893,-23.86838277769067,0
1	-79.65157383831055,44.37208071663758,0
1	-146.62933822670482,-201.27226637875467,0
1	-42.9817642618882,176.94728269178103,0
1	-217.04027137380717,-10.13501329304134,0
1	223.21743672388106,-77.92808463334688,0
1	19.059981344466564,-156.83487582413994,0
1	180.99675898434822,-3.7463882614422914,0
1	-145.08923512309119,-229.1706489482474,0
1	196.64799551628056,50.704766824801595,0
1	88.65238028360704,-174.98614538302274,0
1	-241.62407267025893,215.31783873506072,0
1	-230.65465958986354,177.63690130175576,0
1	245.53170259988326,7.543470290142011,0
1	83.44210196499563,-175.4588745596854,0
1	24.208293849997006,207.49810904822613,0
1	11.35240589037636,246.6343633624598,0
1	153.19215022949322,183.87483592015178,0
1	101.16032848214996,157.76810602537154,0
1	-196.44878598518412,197.6345115711078,0
1	-100.36953300178757,-125.31919678027698,0
1	97.66962312925506,-56.94071028783216,0
1	-173.75341258477624,-85.32542533256364,0
1	-80.85687475557691,128.45262074172672,0
1	-175.60449282005374,-233.33023449421574,0
1	-117.14721294603424,-110.33968704836767,0
1	-80.71755714442625,4.996098164037733,0
1	78.85883831605128,-199.05190479447933,0
1	-35.54138079948265,119.64519321367999,0
1	-109.77532002998424,-172.8659260457385,0
1	33.862357881090645,129.2690203602104,0
1	-133.2859276447639,-70.95305053348196,0
1	-99.98844073621493,46.59325061055438,0
1	-83.27123592438096,182.13357646217548,0
1	234.4117480941826,110.19162572545929,0
1	99.35465597922729,-11.56014602903889,0
1	-33.3999187921728,87.6016622843897,0
1	16.28642739423975,-150.76747374425148,0
1	-210.26491263351994,-104.78836900703033,0
1	159.07137498365125,106.52617073229612,0
1	147.65208259798868,-146.63411599956584,0
1	-119.60860026298698,222.21002601073297,0
1	-38.09531543364341,-190.42594623876874,0
1	91.5426490049017,-153.69949774213632,0
1	71.28978687773446,206.47301451575038,0
1	-193.89129248301344,-142.10721372160128,0
1	-83.23967070404981,-105.86012424398473,0
1	243.12899807051286,33.03625882864765,0
1	153.5966443961206,25.58164972906468,0
1	92.95851156927233,90.1523671719811,0
1	-149.68322269789945,-133.98699283781986,0
1	171.55610289136303,-203.353539548979,0
1	-70.51104592197194,119.52593273859247,0
1	-217.71052961520093,-27.308441457174467,0
1	137.38956838944466,31.535765286673268,0
1	69.88851373449933,246.0535477061665,0
1	134.03769124949707,-28.891367325740106,0
1	-196.9229811931491,-25.790198666378785,0
1	244.9222214784337,-219.48986930051106,0
1	35.794517956999016,-102.25493394301839,0
1	215.3827675338323,-179.36079399285066,0
1	-105.5004181331064,-182.70412663906282,0
1	228.04690848403692,-14.02289425063509,0
1	-160.72719734053027,72.4971580920975,0
1	222.1635018008991,-175.1918243004414,0
1	-43.115243539459954,-119.71774416074021,0
1	16.225121921788627,-234.80159767905783,0
1	-42.39451854988164,-203.57019501098156,0
1	90.59952282401741,249.3026742371917,0
1	10.603111942990779,208.86421571893078,0
1	-144.06869626262647,-24.383104910327035,0
1	-11.09758733760225,184.1361358679485,0
1	-25.479414776215123,-90.58556933235741,0
1	-152.1578406308164,-234.6163042458375,0
1	-142.92850553606579,195.14036448213545,0
1	-240.67197051169026,32.3778597224387,0
1	233.2865267613276,-119.09831852339985,0
1	-125.67693215860743,-101.60853547101988,0
1	-216.04262445385012,39.91003081031795,0
1	-241.20887340951964,36.97190616826907,0
1	-23.385835088007184,-145.99031730256723,0
1	21.361457811559035,240.68240215864353,0
1	-63.653519851857396,81.82769909838277,0
1	148.13108854257035,121.7226948232476,0
1	-72.05825038218438,132.46605256099906,0
1	-130.91242873661895,52.97364413176217,0
1	-200.5154238704031,-18.1148662115842,0
1	27.93100672695732,-104.42338590478178,0
1	66.62202401880882,222.8032717167534,0
1	-31.025789252843225,214.56311436740918,0
1	177.97024015515922,223.7261829052817,0
1	230.9395995479341,-113.8332063845514,0
1	122.66742755966504,134.42725940640236,0
1	157.2677222791873,189.00830980824742,0
1	96.05222529445513,170.020609492524,0
1	-45.841297995364016,-143.38891100513862,0
1	-56.75292894496852,-234.22600930195446,0
1	181.64299250486033,197.13595306155395,0
1	185.38287875209886,108.42790375445549,0
1	-222.8759493947474,-192.34626945335387,0
1	214.07061606029288,-149.21745731065687,0
1	191.08245318157122,-194.08018592212312,0
1	111.1290292222742,-223.05606897356174,0
1	25.607600585306955,-7.906488902822758,1
1	-89.09910335291482,1.0630897660666676,0
1	-104.30200529816136,102.90066757081286,0
1	58.83760896899264,77.15329335403226,0
1	-65.80600100735629,-231.96953761806466,0
1	219.04825244128983,48.681596972428906,0
1	-203.82786513385605,-74.1855776725015,0
1	-222.30366843904602,0.6091862213813499,0
1	6.579656925161032,-209.1572156424968,0
1	138.31306942344696,25.256488238521854,0
1	139.27350468251194,-210.04935011575964,0
1	128.19644998383598,71.2817097766183,0
1	-134.42701863900754,-136.83564205139004,0
1	-53.95454190948445,-164.54427941871597,0
1	171.54710450791657,75.51269820562419,0
1	74.335042357188,17.922566091844146,0
1	-97.01381115770212,-96.1579326556305,0
1	-144.73162420508555,-171.5134228137028,0
1	-227.549017829754,26.97602834227655,0
1	98.32645334857483,221.48956168728347,0
1	81.85630769178425,-77.16858283551537,0
1	196.3465230253022,177.22152849018494,0
1	104.40284164055788,209.89961789325497,0
1	206.72010302560005,50.55270990657914,0
1	151.76289428642093,-196.6690468324458,0
1	202.74616879535733,-42.047028488237714,0
1	168.7927827343065,-87.96156997852023,0
1	213.54949784181025,116.71506199165839,0
1	203.53379142172923,237.7338509028961,0
1	19.0164782215669,99.40869213223755,0
1	185.1077246772536,126.99245343688273,0
1	-78.10446876585715,-33.235886032376214,0
1	-86.42848620661698,-109.9867643211268,0
1	-38.42870231809192,-64.77423875333744,0
1	-104.08993215502187,13.435992837427364,0
1	-16.14122107691236,-125.1701727637053,0
1	83.65150607991899,26.12929520837787,0
1	-83.92776019666965,156.44203874204783,0
1	144.16916309737508,-86.48944285469469,0
1	-187.41130982740384,175.2125684673195,0
1	206.89277441313266,-249.30546714292635,0
1	-97.13241180437265,41.40130447958592,0
1	177.4247762329831,63.09974976943863,0
1	228.50395123532064,-214.52392421660062,0
1	219.79186453931248,-214.62423052058,0
1	235.6857446092173,-119.95505245845638,0
1	24.336207770769818,-107.7617774366864,0
1	-104.61697229304139,11.832743768233627,0
1	187.6120689764989,60.123052472331494,0
1	-174.68003280637453,-242.0316812017537,0
1	-211.45270044453468,112.39986749439441,0
1	191.1728393504917,-59.364562821635815,0
1	27.869836546335137,179.5040423827702,0
1	-9.789587285318703,98.37460352587038,0
1	162.1750476142476,-91.93818059923535,0
1	165.3129058533683,-33.166759882781236,0
1	-222.89139736752577,-132.45816047092535,0
1	201.80955125187563,95.63562989008932,0
1	-47.66860485500797,136.51977957664047,0
1	194.06554597643452,150.16361491445775,0
1	57.4852691752601,69.9513811109137,0
1	90.46290980080892,39.15092096694531,0
1	-247.54037393997874,217.18582638241367,0
1	191.43795577983548,-100.02483620052166,0
1	97.95978286336884,-137.63989445226628,0
1	-244.87523521414394,216.37769855689362,0
1	143.18964106713406,118.45578210343024,0
1	-7.707763473454435,66.76279775140648,0
1	132.57222386307404,-114.83697546905069,0
1	11.55337873160704,-25.876920352875544,1
1	188.63309600313477,-92.69548229907366,0
1	-126.74777278525995,-191.41175388850274,0
1	162.56062198642223,75.40907603629802,0
1	102.01030506479105,155.0089886630268,0
1	-129.92028693820652,-154.53244775164072,0
1	-143.6076187779315,-195.42816887967723,0
1	191.76696492705378,-62.44210845210097,0
1	-152.4975218542436,-13.964423750157039,0
1	-36.28667150892352,-79.28483981931083,0
1	166.5085115999525,-124.45722468955994,0
1	30.335645597903692,-222.9642201237972,0
1	150.34586772791675,151.19593496571684,0
1	-117.14775826506624,129.52159374413316,0
1	99.1351193715326,-26.525291863119094,0
1	-197.89971363923132,17.62029814160462,0
1	-145.98638809311814,95.28018215352455,0
1	-199.69327458526766,-138.73913935257258,0
1	75.82731889674386,-225.88222724928937,0
1	168.96310236993173,0.8645854803179702,0
1	62.12926523952808,-11.950645499314959,0
1	177.37301108543141,-98.46479336050297,0
1	-6.960709324414665,73.3944258692461,0
1	103.81236385967082,70.72925525464751,0
1	243.10431540941283,146.98640784459832,0
1	-181.96908423724602,23.421639792506994,0
1	137.76874998384005,0.328434094575897,0
1	-3.504356788385735,57.165383764048784,0
1	-143.487954741299,156.1815150254513,0
1	42.68216852378083,-97.53256922312949,0
1	-220.4640521235469,186.76044320217022,0
1	-71.82825755199502,-233.25862785855634,0
1	112.05420729155486,31.61234609505135,0
1	-109.07290374016497,-177.33180757508376,0
1	-151.6978826334971,242.58466804626056,0
1	-200.27484629316882,-156.77095714556287,0
1	223.41545581034836,111.16542206046608,0
1	-69.16824075348282,-78.59054725634402,0
1	81.13750150255322,166.08776627140344,0
1	-110.29323366718086,-162.6401350532537,0
1	-160.14381697400108,199.74880699605876,0
1	82.68367279488388,153.92282706175052,0
1	-238.5234556159238,-238.1345711561857,0
1	218.89676101681619,47.66200831789729,0
1	-70.87822292921646,65.8277129309692,0
1	123.12225356433692,241.67758911171074,0
1	-61.52391440926368,123.06639027942401,0
1	168.33902448836102,7.263300120186727,0
1	-171.43336677493357,-243.7136857980487,0
1	-124.02388666367476,-6.426503708150847,0
1	-163.62864615392988,122.51399079630568,0
1	246.73474361160237,-36.39833433763283,0
1	172.0286086522866,152.42484470602955,0
1	-85.66727772961369,-187.45790523484962,0
1	-204.62583650919368,-177.04111151169633,0
1	17.91509040361018,-32.87892983833723,1
1	-53.381197526547396,125.60111795859717,0
1	-102.4415356512639,-38.674956105956625,0
1	-98.47424656591718,-63.46513924454251,0
1	4.368775978018817,224.72093534934436,0
1	122.95911768042737,85.79679120054271,0
1	73.04659882930719,-15.802881451258628,0
1	61.33649143248124,-59.60167043439591,0
1	108.95722206781306,104.76286475967203,0
1	-202.74334467471976,-117.8918800911382,0
1	219.9633092060194,-7.367936187973271,0
1	-44.38902627003628,133.09377354020444,0
1	-5.8014759214972,-142.89834174299824,0
1	-8.73609179453311,238.89166346563894,0
1	-177.88297380070463,-247.317701799606,0
1	237.3918156363639,-137.89032907557564,0
1	107.73787301399415,-216.31224833117375,0
1	-46.03388295614212,239.00936262001284,0
1	-139.5039421451043,244.12967928300742,0
1	-162.62883857819617,23.70723446927235,0
1	142.40417586414702,-114.51898681852833,0
1	-93.12231595128571,12.796937496750957,0
1	-122.12159544763045,140.8149885542786,0
1	185.53020181389894,132.3569678860751,0
1	-177.7013853428901,-182.54386207211343,0
1	142.69221315875018,129.52022733219854,0
1	-52.80873033741207,228.50021534313964,0
1	234.84682794216434,225.56876320133523,0
1	141.79234558503225,76.80270955375642,0
1	29.911097385032804,108.4525549318821,0
1	-123.47292924566689,111.30241724617719,0
1	-195.28938167983478,179.2849265775522,0
1	-48.79706422115703,-241.35315675053857,0
1	162.96047261519362,-233.54549153986747,0
1	9.969810608770558,-222.03684769761233,0
1	-124.56123039669397,-95.4990622639018,0
1	-196.80276008103127,-247.36449254744986,0
1	113.04175297821718,20.621607735865382,0
1	-223.02081696027741,-111.98140979060366,0
1	-104.33399127641147,206.47902644447646,0
1	207.42823484604804,145.52914777905647,0
1	81.03553083648183,130.26319410318274,0
1	-44.55420807547344,-132.1888680033294,0
1	113.96452796756336,211.29196815307938,0
1	-45.86130087496031,74.87111646765038,0
1	-6.053976029896091,9.086993883586217,1
1	97.37940309496219,-94.19290294835119,0
1	-139.58254732598192,-12.128684756549148,0
1	222.43998944831793,-47.580200486261504,0
1	-134.1633474983492,59.12811097711011,0
1	-132.98833534058906,185.5682393849571,0
1	-65.8765430414503,3.4653336791096763,0
1	-134.8693964451025,-165.1972136719181,0
1	-243.30405801890032,14.471684129736957,0
1	26.4354661839767,132.4234044721706,0
1	-213.93132557256723,41.21799967670938,0
1	-194.65378424595974,82.64964313716592,0
1	-159.6137398521887,-69.33314860663887,0
1	173.3923506134273,192.3372713666467,0
1	-172.6928819753943,136.70685450909872,0
1	23.55114839978137,152.05283797396993,0
1	243.7164705696852,161.54019233517118,0
1	-55.591186653179136,-48.91535585734553,0
1	155.07782538735898,-217.80815913079732,0
1	-64.02670313960763,-223.94763451660293,0
1	-92.62747883461415,151.08823384735655,0
1	-51.708414948106395,-162.93053396062012,0
1	166.5139607635948,232.15706729614305,0
1	-87.54194500456504,-239.9566074178759,0
1	155.4673942322446,201.072559793866,0
1	-145.06479062166449,10.111261929517866,0
1	135.61531450721395,-195.13138845314336,0
1	-36.099564281698036,246.27994702034562,0
1	-134.19822449832841,-144.7519999660482,0
1	225.44806269132317,65.99446730118666,0
1	221.55731996893837,28.66290792464065,0
1	183.4987066556816,-21.082226237728264,0
1	23.097946623558187,-132.93903431636784,0
1	14.016677407480302,64.50776403956257,0
1	197.2644367513164,-172.2943284904391,0
1	-137.06828323960792,148.41865551062364,0
1	-131.70319490348464,27.652586149935473,0
1	176.6181502304736,13.677453265708323,0
1	66.54474208652567,-52.89853513796933,0
1	-155.56006124374335,182.85219518706987,0
1	-59.644441157153665,-78.56685479199277,0
1	-114.31080838136054,124.05181043507997,0
1	-86.32622229620407,-72.12169813529857,0
1	29.93576394112273,2.3089988434656448,1
1	-41.71346527319653,25.471685832286767,1
1	-181.12012909775999,-96.30335338583984,0
1	119.22941814194411,-73.89291934562087,0
1	218.8533947164015,244.8385279402537,0
1	-206.74714448155163,-4.56983103061043,0
1	189.8116890520423,-215.66300405159544,0
1	96.7901228018107,-196.1664940362432,0
1	-160.07701733051937,185.80957079167052,0
1	-50.91204191614014,-206.57195229393145,0
1	-75.466079452929,-147.40480314755516,0
1	-69.5225010837558,-23.565956066347212,0
1	154.2025563696705,-242.16130816085956,0
1	128.23607720427435,155.07467300393347,0
1	-10.629745851337702,24.903372818264245,1
1	78.73156377499907,-20.806827018967255,0
1	-211.04531274813627,60.13741142135069,0
1	21.92906718558237,-41.05169958983234,1
1	102.61063647902432,-186.56292185548307,0
1	19.625230017004696,-10.913751749192357,1
1	-203.31330543382487,-232.39085965676225,0
1	94.06282573411482,12.945550724993723,0
1	-0.5891447688944993,176.1676390799475,0
1	-203.69950654858926,218.0795212202766,0
1	-4.95797265057945,-136.28051358382714,0
1	-81.9866580582192,-4.378022288981498,0
1	-31.496595433942076,-41.03539435761411,1
1	240.66151891848136,115.36881390884571,0
1	229.84805936482155,184.9643418149522,0
1	-235.87647644869207,133.4728839529497,0
1	-189.74106185124685,185.61588369773835,0
1	194.70027500383003,-247.87650042053517,0
1	103.25804459557503,-18.97614761543059,0
1	184.05802568950486,207.0072457649561,0
1	-231.4059632305739,-75.23105585140021,0
1	-23.08295595223791,120.62635242667398,0
1	-203.11588032190213,-7.55408883164327,0
1	-175.54165107731524,137.63120365996025,0
1	18.228826207547286,-2.0266039687875548,1
1	17.737171684242924,-122.17793302631414,0
1	149.35619735105,-22.34445200867512,0
1	213.58296005322325,216.28157851389977,0
1	237.4936382694686,42.85153790195318,0
1	136.73866602118414,-88.64249417620906,0
1	-86.11709447781675,-100.86068526286451,0
1	197.21271340160314,-223.6568871761973,0
1	56.88438068671138,-228.86854355755216,0
1	249.76733373061126,-91.06952461328387,0
1	-57.32841617009521,216.0201672964455,0
1	111.84839089571176,66.95133742114064,0
1	-157.4312475209217,-38.497941503360266,0
1	42.35980193258928,-25.579432646405223,1
1	189.457885368605,216.98923119774713,0
1	195.87298619754569,-120.32053446517193,0
1	-211.59968858469136,78.4367147775659,0
1	178.65036628216694,-0.03027404390064703,0
1	-166.05309102556527,-180.08450227289222,0
1	-38.88379383220348,39.36226653442037,1
1	-88.17711034514707,109.05190416431088,0
1	-196.38031430988684,37.95888505962034,0
1	6.049072151650648,-167.27768117434573,0
1	-95.6137215513941,-106.44498051163797,0
1	-52.79764568538042,147.75388988558603,0
1	168.62975216561722,-46.37174731705284,0
1	-159.92955196828234,211.05025631574517,0
1	-88.13595272107833,151.275334613486,0
1	5.8735849715470465,-140.05543771148254,0
1	228.14390695257106,138.35383311059718,0
1	-40.31394004382051,-129.09898694264277,0
1	-17.441594295280964,217.9234134514204,0
1	38.98701707121114,-235.52516118345773,0
1	-87.93836249007632,-249.57718498719495,0
1	3.6620266705550932,-179.6271254988218,0
1	-233.55944416393766,92.35743478736936,0
1	-183.52331266840542,-58.15283897698353,0
1	132.4792128305807,207.14639203255336,0
1	-155.5972589539317,197.30480436906225,0
1	191.807336576242,125.33525004721366,0
1	-179.62121801315357,30.459574768242135,0
1	212.97316057318636,-226.80356679620283,0
1	193.7390501104146,154.4012293776513,0
1	-171.1192529437842,121.17127252654683,0
1	-220.75097734352923,-96.32800799327535,0
1	4.176135208782227,226.73446568065503,0
1	-187.67609231286514,135.08382804945114,0
1	-120.1108185494706,7.364108985466942,0
1	-108.61670257251038,-34.34390863092696,0
1	-53.607056019762126,-197.96452097501682,0
1	208.30565126489205,48.56928185596058,0
1	240.59832338129775,207.15806795162837,0
1	66.57896278411562,-215.7017981900623,0
1	-58.33720868317073,-246.34203975410458,0
1	-87.42200320157329,-119.71564639034392,0
1	-231.86864242469184,-51.48782454879486,0
1	-77.3246139139448,-120.30438922294985,0
1	-115.8646988410033,61.866222188885104,0
1	-203.83758870875985,-85.69818395449607,0
1	-79.34668792814819,-215.7505520586429,0
1	209.44833646919517,-98.23655559435818,0
1	227.4096898887854,-118.82929059378517,0
1	-13.873862243414749,32.101366663287706,1
1	-217.37622133294064,226.9000224151448,0
1	222.68711432288075,102.36192835527532,0
1	-128.91298337490127,126.01730328427249,0
1	54.8150174341331,-240.21767106687352,0
1	-237.72484768979695,137.2180763972355,0
1	73.54995724701718,31.51578114519316,0
1	-135.38214036516098,33.892979564259804,0
1	208.7130504625959,190.3275627552411,0
1	125.02359853594004,-159.89789071413173,0
1	-141.8345306837132,65.40326437052869,0
1	-153.8484285504676,-239.39482407499995,0
1	-110.00468666031287,216.90280906189503,0
1	93.27965951012152,53.60204628167003,0
1	-86.50076973668686,-52.188754569204065,0
1	223.38497302249942,-83.62973464962798,0
1	222.73799661233545,-195.89275181817305,0
1	-12.706824390990846,-15.418189544136766,1
1	224.70866656532974,-230.61663114786472,0
1	-169.94281474951723,34.09863015376362,0
1	-97.82135748155747,-236.18343561130317,0
1	-59.06560369507085,236.26749983144157,0
1	161.18326759740063,67.85888300164811,0
1	200.64024171754312,133.0683148008285,0
1	226.62484145159118,-99.91227118476587,0
1	-140.54034998771786,-89.79740882220861,0
1	56.06784088608913,9.259993616229224,0
1	-171.63184903282615,-187.49197118767387,0
1	-133.0938522073236,242.71001421232552,0
1	174.46718031618144,170.40183883628197,0
1	-88.68877627953549,-3.716882222778935,0
1	145.84054338272193,122.68899748375321,0
1	52.79615024556426,-66.94858468879593,0
1	153.35876181537117,-186.014409442493,0
1	130.0867556705279,-200.15556468348782,0
1	-249.6108798445514,-145.38486454337811,0
1	163.40489892149253,-158.44169474995527,0
1	-62.298753403354766,175.97936207168652,0
1	-175.4810940477355,-23.497158374231162,0
1	138.63446267487558,239.36651650494292,0
1	-142.73881215026984,193.85416907254825,0
1	38.829373169583164,171.46061613474086,0
1	215.41871640937848,-165.5369111449388,0
1	-61.11890553409276,232.89150057815436,0
1	70.1918825275909,-88.43141332928488,0
1	-95.34991938162008,-178.47463880115384,0
1	148.6578233504071,102.9049242358713,0
1	205.03968780725643,-128.02097165775643,0
1	-168.9868408417506,134.9377531547171,0
1	-152.37180790944456,-215.90446931041657,0
1	53.149726234163836,-173.08496963786558,0
1	-188.085495211364,137.5364912332048,0
1	-225.1724202557937,-213.90910166569017,0
1	-170.9865689019537,136.75565847413367,0
1	-218.6715846795731,-240.37403557516856,0
1	236.36458895987744,-40.80080680528354,0
1	162.64319020200315,158.8646132766492,0
1	-210.19837182102353,-238.55203149258904,0
1	192.18201850035132,196.13792996778812,0
1	196.38769643615967,220.816462778693,0
1	80.36769226663642,-11.287848678165858,0
1	49.91746574033283,-239.152462204689,0
1	166.01378078484566,218.39091055618508,0
1	-192.91203967553565,212.28354023603777,0
1	-34.24702489792202,170.12822401386296,0
1	-184.86711001882344,-36.879538908049454,0
1	241.54451594725924,59.64476370108599,0
1	-104.63598806287783,-53.632391862390875,0
1	-119.70344794012999,192.21892113332933,0
1	123.59188639125699,-41.381905136469896,0
1	-126.82938019628887,86.92737676159152,0
1	-16.03751666478297,49.87545990266966,1
1	181.63251153610906,-43.1636995095312,0
1	121.52898293896016,-61.98716209719257,0
1	209.79794411415008,225.94684990988878,0
1	126.40280498562504,223.39710433584804,0
1	103.55986956866349,225.95039118834165,0
1	-1.824786069064487,109.11130435844677,0
1	139.61204837937595,-110.4471815998721,0
1	74.98495621315152,-119.99797326201528,0
1	114.82909395958546,-99.6897632132503,0
1	-177.3660713836133,152.24693300650694,0
1	57.20631192465959,99.95801570914495,0
1	134.74950998313034,3.65060990937792,0
1	-125.03585897376651,73.04088236650887,0
1	-3.533651060050005,170.63339211124025,0
1	-14.618163001822182,-71.60501645104151,0
1	-169.39720892430276,87.62618427632094,0
1	196.41848107004233,198.6468404318099,0
1	-156.78377920542025,-87.01786406372176,0
1	45.22841915054687,-121.75331698030055,0
1	-187.11322886179138,0.8919658756983893,0
1	-138.41059008242053,76.2028865452354,0
1	-110.3868624567651,-178.95441269845162,0
1	170.81334776664573,-184.88759694237166,0
1	59.44758725690252,228.73418756532823,0
1	-76.13571043589073,201.61780290596124,0
1	-54.533196553802725,-151.2058143482039,0
1	-143.19571110865064,242.3696545859808,0
1	24.340751130324236,-171.5990160297751,0
1	219.1934032131872,95.92755688844676,0
1	66.10139463372269,71.69441075624167,0
1	-102.0463469145194,194.35920269365272,0
1	154.82340971969978,33.64197747030801,0
1	-57.93431024280727,54.80305185649104,0
1	145.4498031530939,-241.70257437322522,0
1	227.92531315257133,146.9025579790225,0
1	-161.4037776045131,-178.77121042036987,0
1	-49.811219824158144,-169.43155607202505,0
1	-29.922172400474295,-106.85226174417113,0
1	129.52291352389375,170.30111907980404,0
1	78.84433932333684,-167.6144532470587,0
1	198.82654747993763,172.0138502550529,0
1	3.068149413634359,-208.42948560064733,0
1	227.47069736760403,103.53691374971629,0
1	-185.57024887477402,204.29592384273434,0
1	223.4139449090972,-109.34656112954133,0
1	77.26814112761497,-3.738888401393922,0
1	-144.15342389813736,79.40666031063336,0
1	17.604347766007606,151.23439343761652,0
1	-48.38019630006673,103.92572112049004,0
1	198.2411365628867,-198.06218985497242,0
1	-110.0799040161155,126.06867483650399,0
1	-160.24253409638374,11.974777166825731,0
1	-55.30752737628731,-46.68541901679296,0
1	-161.73558729281052,76.47288376556912,0
1	-32.06856107887046,-50.110924495748606,0
1	146.21525958611977,-155.11036240657694,0
1	152.41287351594144,85.65403373774615,0
1	-232.08568362481458,78.66797074284239,0
1	-180.69622941886638,-186.48786578982867,0
1	-78.09084905668496,-48.849248259717825,0
1	-127.71553836359661,107.00736701673799,0
1	65.1234347207822,134.29930810724267,0
1	178.41402750898902,-225.30553548701926,0
1	94.5827906598974,64.152718228504,0
1	-236.03248002901745,-184.7812751032943,0
1	6.281320902393134,-6.537141172718208,1
1	59.53113609375714,154.78476762046324,0
1	160.1216601307163,-50.078692553669526,0
1	201.16046191676702,-164.2354630457301,0
1	-148.54185431028498,-79.4571883698323,0
1	157.4842495053611,-179.74819014778802,0
1	-148.4615522478805,-204.88935712147654,0
1	-59.2787141571512,86.76366791525209,0
1	-21.959833419103006,154.11063653192457,0
1	227.60530750944315,-112.06593824470067,0
1	108.49994364089298,-87.31408699521404,0
1	69.4173390970019,-66.86661130210197,0
1	-2.160102338826732,159.3597567132888,0
1	64.03858973968454,-152.5758363152055,0
1	16.187756230126638,-196.14913603195706,0
1	232.97408628239236,-62.951606373178635,0
1	15.147669965869056,180.61310546459958,0
1	-43.626086295453405,-181.59261593757446,0
1	106.77635118086522,82.17113068432275,0
1	-229.0804156884639,-60.81836564574016,0
1	-19.790608405951104,-146.0786292725145,0
1	53.76739664909792,115.25363636465187,0
1	160.58259820880147,72.5332173248488,0
1	-169.9904510322091,108.58604824238972,0
1	-30.447468635488804,95.25599349048781,0
1	-225.7657252976712,223.36481632893572,0
1	149.13552078197233,235.70212552942513,0
1	-135.98920283040127,-220.86853890391188,0
1	-214.74300408502933,244.9056674275177,0
1	95.25545930283027,239.32181641310132,0
1	-158.4038288255044,165.5164446120708,0
1	169.82047303856,-158.06840548380723,0
1	-201.01402836155225,-175.0585361897119,0
1	1.139234270098001,88.46432350698427,0
1	210.93318079077875,31.44837670058365,0
1	104.40658552704946,-155.56016650658182,0
1	6.678049961954969,116.91732519248501,0
1	-230.9588942967368,122.59956184933674,0
1	-24.57348602367105,212.53654628601868,0
1	153.36901621187548,58.96681314146696,0
1	194.09582177766953,100.60866749783145,0
1	233.5553140390777,93.29505097180862,0
1	77.48393528272254,-94.61395554066681,0
1	-22.383567697551968,-46.16423065578405,1
1	-102.1036237639153,-197.2458408539648,0
1	-121.86141121665784,-44.4550040843703,0
1	-237.1339634614204,82.0214377021432,0
1	-106.19935775195327,110.44556646825436,0
1	-179.93436115063747,-7.746615082312445,0
1	-98.19724796027484,244.10519826163738,0
1	172.54477324093233,213.38323088080045,0
1	-240.94338076184275,198.88150733294566,0
1	-194.91022907281902,-158.14979024361656,0
1	115.80922262720685,-66.70339888413167,0
1	-9.042305279816532,-79.94508950894502,0
1	232.3520574333491,-247.556480640647,0
1	-84.9659666550447,249.72519173986876,0
1	70.32837340226666,-185.58414105366566,0
1	112.26195411249677,115.85733315715487,0
1	-94.86889028473217,49.72619935214459,0
1	43.27898521890245,-95.63835647563002,0
1	-180.45514147695064,-196.95930609644745,0
1	-93.28021643316504,182.90858719826917,0
1	70.00413665048143,175.31728511982084,0
1	-223.26728281849861,-126.66653944173567,0
1	-110.51975716225704,-225.73372613561688,0
1	-49.00426652094342,191.35801338977552,0
1	35.64463037203001,-81.77585863789659,0
1	140.8740149165746,175.15524528669755,0
1	188.00886424011298,227.12289348684027,0
1	38.98381006459459,75.31412244997216,0
1	-137.3953163446442,65.98791683465197,0
1	137.18402432369066,-207.30281333704343,0
1	156.85355150137912,107.32098465302028,0
1	-82.7998099136168,-157.25550046913511,0
1	-180.79850504161615,239.0615271381571,0
1	163.80421587045095,20.206451629798437,0
1	209.53546209623124,-195.37527890360596,0
1	-133.98963752331645,170.96804420389265,0
1	-197.66823674024985,187.12842078249702,0
1	-36.67704449452259,-176.40232001591102,0
1	-133.22303114901547,-144.84972829669766,0
1	156.10860383030814,-158.73270117711553,0
1	17.22363988628973,-69.7799094752088,0
1	229.71481032408582,131.28789483484877,0
1	-140.1859415136081,203.7896198298734,0
1	174.98664669218545,99.06339940980763,0
1	-155.52821845732268,59.458460740192095,0
1	22.285380605912735,53.2529719232117,0
1	65.04993067017449,125.27119351933601,0
1	148.2942900247711,100.33963863418057,0
1	0.7445636853115616,5.756892538760383,1
1	-110.70030785244245,48.64355406533281,0
1	167.81415429034422,74.77294472925365,0
1	-135.20391071995292,-90.67711305780418,0
1	-66.6326593850498,-205.2072140575888,0
